gene_name,ASDC,B intermediate,B memory,B naive,CD14 Mono,CD16 Mono,CD4 CTL,CD4 Naive,CD4 Proliferating,CD4 TCM,CD4 TEM,CD8 Naive,CD8 Proliferating,CD8 TCM,CD8 TEM,Eryth,HSPC,ILC,MAIT,NK,NK Proliferating,NK_CD56bright,Plasmablast,Platelet,Treg,cDC1,cDC2,dnT,gdT,pDC
PSTPIP2,0.0012267894,-0.05597844,-0.08148667,-0.10145109,0.25156346,0.22508006,-0.020954903,-0.094605684,-0.019289251,-0.06952607,-0.04937341,-0.0712225,0.0076910337,-0.04583464,-0.020745875,-0.029663896,0.034420796,-0.011419697,-0.061772753,0.025300095,-0.026494104,-0.038275983,-0.033110403,0.09345818,-0.051579263,-0.03777629,0.21387495,-0.03503528,-0.051005963,-0.030228406
LOXHD1,-0.0021851826,-0.0056575215,-0.0060683484,-0.0076124356,0.013248141,0.030783419,-0.0050908634,-0.00929553,-0.0023522782,-0.008727735,-0.0067047705,-0.008219072,-0.0022422383,-0.005956682,-0.00802667,-0.0025584742,-0.0030563094,-0.0027954334,-0.005417618,-0.009055246,-0.003449004,-0.004096963,-0.0033739721,0.08640694,-0.005142347,-0.003014345,-0.005466335,-0.0032973061,-0.0062000384,-0.0040333886
SKA1,-0.0057988586,-0.015013399,-0.01610359,-0.02020119,-0.002284165,-0.018431624,-0.013509654,-0.024667704,0.43896332,-0.023160867,-0.017792571,-0.021811055,0.20626092,-0.015807314,-0.008650945,-0.0067894524,0.023360835,-0.007418255,-0.014376781,-0.02403005,0.10250128,-0.010872138,0.048036344,-0.014888015,-0.013646268,-0.007999182,0.0033049039,-0.008750092,-0.016453069,-0.010703455
RAB27B,-0.015246517,-0.026230227,-0.03595027,-0.048012745,-0.06929895,-0.043003876,-0.0052185096,-0.047586996,-0.016412323,-0.038343307,0.0050272522,-0.05244742,0.016477304,-0.041561168,-0.016654827,-0.017851068,0.098380335,-0.005852026,-0.023506377,0.115740046,0.083231665,0.04378152,-0.023540925,0.4151279,-0.020956669,-0.021031724,-0.038139842,-0.011989144,-0.0056791557,-0.019106423
AC098848.1,-0.0042374386,-0.0109708,-0.0117674675,-0.014761719,-0.022218682,-0.013468635,-0.009871998,-0.018025527,-0.0045614284,-0.016924435,-0.01300161,-0.015938116,-0.004348053,-0.011550933,-0.015564951,-0.0049612857,-0.0059266593,-0.005420783,-0.010505606,0.028705642,-0.0066881683,-0.007944655,-0.0065426524,0.25101164,-0.009971801,-0.005845291,-0.010600062,-0.006393997,-0.0120228315,0.024661874
TCF4,0.1598139,0.30318177,0.2684933,0.26914957,0.023453243,-0.0041502053,-0.072014496,-0.13219501,-0.030008983,-0.13188566,-0.09658259,-0.11984,-0.03514257,-0.08954117,-0.1229556,-0.026789188,0.080420956,0.007077222,-0.07730933,-0.104007185,-0.022325493,-0.0033588982,0.13357687,-0.060723715,-0.07683111,0.065613,0.12211661,-0.051678665,-0.084033325,0.3102313
FECH,-0.016492924,-0.029449094,-0.03378654,-0.04752986,0.022499971,0.046538495,0.012483774,-0.028362632,0.039169405,-0.030949494,-0.028296376,-0.015465487,0.059506483,-0.020504206,-0.022187369,0.13053358,0.07943257,0.018584248,-0.020371916,-0.01647332,0.025641879,0.040281802,0.074960165,-0.04234394,-0.009703023,0.10047199,0.048723266,-0.024886753,-0.034847572,0.031481776
SEC11C,0.028178548,0.033535097,0.044903353,-0.07719771,-0.0822394,-0.0024305678,0.018777965,-0.09226655,0.0663883,0.020209912,0.040482473,-0.06730066,0.06388595,0.0039451756,0.046039145,-0.030882655,-0.014959512,-0.022145528,0.04850524,0.011868681,0.03159407,0.0093750665,0.2060304,-0.095672674,-0.015505846,0.00886909,0.025609856,-0.044711884,0.02945791,0.10662354
LMAN1,0.0057043526,-0.009772499,-0.030694988,-0.036691204,-0.09062517,-0.019423679,0.04247756,-0.05015624,0.05112765,-0.015191115,0.07591238,-0.0024363543,0.08044817,0.02170782,0.04236736,-0.04831045,0.04419136,-0.0073076803,0.0151462285,-0.010055621,0.031302776,0.03528295,0.20262226,-0.0922691,-0.016117306,-0.02189945,-0.023257438,-0.013490326,0.014669389,0.12045587
PMAIP1,0.049946368,0.089605786,0.08939661,0.09093734,0.04459508,0.06905444,-0.021232342,-0.117336705,0.031010836,-0.06280547,-0.038532875,-0.13490427,0.041201446,-0.047520965,-0.016058605,-0.028347855,0.022802852,-0.018610587,0.013795056,0.012284677,0.03385794,-0.009334436,0.011919192,-0.08804058,-0.04167898,0.08813683,0.0993018,0.024828421,0.0050805206,-0.0011071299
