gene_name,ASDC,B intermediate,B memory,B naive,CD14 Mono,CD16 Mono,CD4 CTL,CD4 Naive,CD4 Proliferating,CD4 TCM,CD4 TEM,CD8 Naive,CD8 Proliferating,CD8 TCM,CD8 TEM,Eryth,HSPC,ILC,MAIT,NK,NK Proliferating,NK_CD56bright,Plasmablast,Platelet,Treg,cDC1,cDC2,dnT,gdT,pDC
HES4,0.0004510544153211171,0.003736635255427556,0.0028973116946298116,0.0037736109355404057,0.002025957204426554,0.08811033945387226,0.00249979109823828,0.0,0.0,0.0,0.0039543221536888495,0.00299710821039767,0.0,0.001682692342641845,0.0,0.0,0.0,0.0015043495470841162,0.003757332273190972,0.00010510420047160629,0.0,0.002126094874290052,0.0035244576956691143,0.0026910601255059063,0.006839678496341373,0.0,0.0013856935245364355,0.0,0.0,0.0
ISG15,0.0,0.0043523951513926296,0.009393968031747413,0.010700618074878765,0.023045979876579414,0.018023899879155758,0.005044369740017318,0.002817954924854371,0.0035231970214011366,0.0,0.005129079732859809,0.006699461633080439,0.0018947474431668665,0.003525084365146647,0.00960896316086668,0.0018998200342301708,0.0034758576609147385,0.0009152649942311131,0.00824351585610028,0.009469808212192676,0.0,0.0,0.006107374435499469,0.01055089080317595,0.0009632982150553637,0.004532714515031455,0.010785627647156515,0.0,0.004363621316670008,0.0031929306046651895
TNFRSF18,0.0,0.0,0.0028712793019656235,0.0,0.006159105650610286,0.00361867636172275,0.0,0.0042584677582759856,0.0011316107700268807,0.0013249187270973906,0.005303273592557778,0.004360806175293774,0.0,0.000974473833646794,0.0027057072007621308,9.289529097067373e-05,0.004166219277802252,0.017496447138698135,0.0,0.012850402205311084,0.0,0.017293467857812717,0.0,0.0016771484352915422,0.00029082957889947636,0.0026701771245665196,0.0,0.0,0.0,0.001733324038037054
TNFRSF4,0.0,0.0027092470698735216,0.0,0.00019194016816759252,0.006489585932009101,0.0,0.002390884201465493,0.009080570101778651,5.0853713634890774e-05,0.017941991350328035,0.0028883121984089044,0.004386939945007606,0.0,0.0,0.00783997324329988,0.0,0.0,0.009754782541191331,0.0017263418203079528,0.0018075906469481318,0.0,0.0008555513598875741,0.0021134386210077682,0.0004616751776203021,0.0008868935816996881,0.0,0.0004934923720658624,0.002127040873824537,0.0,0.0023515664180884244
AJAP1,0.0,0.0,0.0,0.0,0.004390826243500179,0.0008748910722145009,0.0013758289542953328,0.008710850488175215,0.001985082835996188,0.0,0.0011337902970398606,0.0021068049977068792,0.0002903027811107517,0.0,0.0024503023327056006,0.0,0.0,0.000314330104571936,0.002193164725531105,0.00040666158492630444,0.0012786673431804951,0.0014956785683988283,0.0,0.00095478710112884,0.0,0.0,0.0,0.0004883043439604107,0.0,0.012083041151030538
AL359881.3,0.0011609136192174407,0.0015125904046968675,0.0,0.00013955373958007833,0.0007711603348763418,0.0,0.0,0.0024533566544371332,0.0005702275067792639,0.0,0.006481581797100011,0.0,0.0,0.0043335235043624465,0.0,0.0,0.0,0.0010994896013072353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026818023995345275,0.0,0.0009939875232545248,0.002140439519973114,0.0005371323667622274
SLC2A5,0.0,0.0004791732644631175,0.005729384377543445,0.011648862327246157,0.0010437564036644975,0.003363364272013891,0.002198806258654429,0.0,0.0008397559328131576,0.0014927083236622174,0.001519981667299497,0.0,0.0,9.123252090503797e-05,0.0027220942998671394,0.0013422223672515665,0.00204063355862405,0.002262854033604156,0.0,0.0,0.0015883743714268928,0.0,0.0015850027177177761,0.0026257588929969877,0.0,0.0016090641690957863,0.0,0.0,0.0,0.0021063249263750805
MIR34AHG,0.0011902624294458652,0.0026016056281583655,0.003837923000780563,0.000945841379612844,0.002415254845304693,0.00027625503213735136,0.0013663555181708809,0.0,0.00021570297746253964,0.0,0.0,0.000844598578542799,0.000505235334186338,0.0007503508833168748,0.0,0.0,0.0,0.0004440316529448207,0.002939968464461762,0.0,0.0014651766296884805,0.0,0.00041195475566524475,0.0,0.0026798107141685623,0.0,0.0,0.0,0.0,0.0
RBP7,0.0018001337579202081,0.0014547928252739428,0.0007240836863913191,0.005351558235503928,0.13625110626131476,0.018450059199571323,0.0028189539817435882,0.004633132022921371,0.0,0.004534249723251227,0.0,0.01294737374198962,0.00030259752768801995,0.002402668329378299,0.008222834386001576,0.00022147883715184502,0.0005246756241066297,0.0006543311483657721,0.002048809692034803,0.005783324704994319,0.001745771085509329,0.0,0.0010460237405974793,0.0,0.0,0.0013507936387036068,0.0007346386192497167,0.0006126747394491483,0.0,0.00023586709084222335
SRM,0.00521836677632026,0.0,0.0026462313329571607,0.0,0.020583850789788416,0.0012660106868735976,0.006044660209426844,0.0,0.002443330789132725,0.005368367018632636,0.0,0.007569498877054048,0.0014505975656542436,0.0,0.006878914648589918,0.002002602774332951,0.0012868130968249902,0.0009815956911665147,0.007369712086433333,0.011813920813424028,0.0,0.0033673124196207382,0.009643534359914052,0.009678179410895993,0.0,0.006262445881820233,0.016388339482743985,0.0,0.004671774182835264,0.003380245516171554
TNFRSF1B,0.004878873700192354,0.0006231878999449769,0.008846594596106483,0.019242457806990743,0.1291053740644592,0.07595377135810444,0.003517641314142228,0.028720954069502813,0.0029355613209365305,0.0019414012944698467,0.0074326525397796495,0.02428822531703756,0.005622729870593091,0.008546214038301692,0.00303486553464416,0.0018704584541227032,0.000759791518642805,0.0014575450276419488,0.0016106965005662222,0.014630950695351697,0.0025694505135555046,0.0018350256522212671,0.0044473790415938685,0.005317000649130099,0.0011655421126892662,0.005898536114142483,0.018201452089001702,0.0016846346407420887,0.0,0.008316450677052556
PADI4,0.0007604233966805873,0.0,0.0,0.0,0.029253653320604034,0.005522883683986679,0.0028240162557671145,0.0053401923187834655,0.00048334711415265463,0.00571042697473545,0.001898336972987913,0.005967397683358078,0.0,0.0,0.0,0.0,0.0,0.0,0.004275599484524939,0.015508808132413288,0.0,0.0,0.00036143956046130743,0.023267856915945684,0.002510015133240895,0.004393569075475501,0.0036228163798865953,0.0,0.0,0.0048053547104993655
CDA,0.00021749528862979872,0.002835749197682036,0.005021391082302928,0.0,0.14673902367343716,0.029752240221672777,0.003973605386758727,0.012852021110847822,0.0,0.004427169975167233,0.0057083075739412514,0.002938708290884051,0.0008757172081530484,0.000950857857268339,0.008274483006176059,0.0,0.0034776732269534705,0.0,0.0004609842257807806,0.009411752981054011,0.0013932900338642362,0.0,0.0008923170779038259,0.006299017537713336,0.0,0.00024760973633541905,0.0025241561056772444,0.0,0.004988668724991596,0.0
DDOST,0.0030391082745756526,0.0008438083251529616,0.004542786854499159,0.0,0.012805639696296334,0.01034952181770854,0.0058522236772300396,0.002796606249765521,0.004398449076223332,0.005542180019919574,0.0015919627405165393,0.0031375316503341466,0.0026868659220510294,0.005692833708571321,0.008100405897095708,0.0014820510934298037,0.00245662480910136,0.0,0.0029970268274790435,0.007818389435161999,0.0,0.0,0.013680658401816315,0.006964553741500179,0.006580790206544229,0.008506835346706598,0.028101674445440983,0.0,0.0,0.007138771077258466
C1QA,5.421597464616568e-05,0.001506330186012983,0.0006441347551013887,0.0014630879925019435,0.0,0.03674488913006502,0.0,0.007195820210062154,0.0,0.0,0.0007228029227424049,0.0,0.00016601556771100867,5.270774629884123e-05,0.0,3.4361647269776086e-06,0.0,0.0007504637309232454,0.0008182959490101727,0.0006415117302878137,0.0,0.0,0.0005732828513527188,0.004390470609626496,0.0,0.0012740120490108975,0.00391387273850663,0.0,0.0018277199758851559,0.0
C1QC,3.792355127962832e-05,0.0,0.0021579259005666263,0.00032974474091718164,0.0,0.005487556846556441,0.000737156299659647,0.0,0.0014051946155598793,0.0,0.0008323879926168676,0.0009249219838833866,0.0018422156873183493,0.0,0.0029713237392801073,0.0,0.0003794200464765085,0.0002148606879183168,0.0013336997226567338,0.004330997905096279,0.0014559601847472514,0.0,0.001057052287678606,0.0009940651247730692,0.0005302220009062442,0.0008184725137511117,0.0,0.0,0.00029521039079538625,0.0
C1QB,0.000553714141737105,0.0,0.0005556125095333986,0.0,0.0,0.02269449374870791,0.0,0.002456919647563449,0.0,0.00056733134241993,0.005370106947403919,0.0,0.0,0.0,0.0,0.001173866695155401,0.0,0.00020100712188675374,0.0,0.001100973483097345,0.0,0.0,0.0,0.0020494063422937803,0.0,0.0,0.002436325714421761,0.0021190792672806102,0.00012286370637881738,0.0005636977952432343
E2F2,0.0005329015429160755,0.0,0.0,0.0053692845983335236,0.004796119278011046,0.005756152157866179,0.0013992098970880829,0.0,0.007088279195480163,0.0,0.00605928016352264,0.0,0.0,0.0009447995098708084,0.0,0.0005360954148015962,0.0,0.0025622200446971943,0.0004391166491410914,0.0051236228792677085,0.00285164670530913,0.0,0.0012228439104710054,0.0017988157991941645,0.0,0.0,0.0029737145061581316,0.0009190960732342601,0.004417574940375646,0.0008985400327388149
ID3,0.0,0.004232537258206159,0.01524830108639974,0.0008952488870785924,0.0029257931116775104,0.004335792654956538,0.0006450710488452582,0.0,0.0037371765385680877,0.0,0.005454694249900749,0.003944794655878825,0.0013557722827335361,0.0,0.006328927310536914,0.0,0.0,0.001485102897447077,0.0,0.0033204790369567583,0.0,0.0,0.0,0.0016967320062351021,0.0032195404849575393,0.0029234909996670444,0.007603506874246602,0.004739321590195078,0.003818343838592586,0.0
